,record_date,AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,year,month,day,hour,weekday,is_weekend,is_holiday,season,AVERAGE_SPEED_DIFF_N,LUMINOSITY_N,AVERAGE_CLOUDINESS_N,is_peak_hour,poor_visibility,hour_weekday,time_ratio
938,2018-08-18 09:00:00,,40.8,7.7,84.9,LIGHT,23.0,1017.0,43.0,6.0,céu claro,2018,8,18,9,5,1,0,Summer,,2,1.0,1,0,129,0.09069493521790341
939,2018-09-28 00:00:00,,42.1,4.5,88.7,DARK,18.0,1024.0,93.0,1.0,céu claro,2018,9,28,0,4,0,0,Autumn,,0,1.0,0,1,96,0.05073280721533258
940,2019-08-27 21:00:00,Medium,45.5,12.3,73.7,DARK,18.0,1017.0,100.0,0.0,nuvens dispersas,2019,8,27,21,1,0,0,Summer,1.0,0,4.0,0,1,45,0.16689280868385345
941,2019-04-29 06:00:00,Low,39.1,2.7,72.7,LOW_LIGHT,12.0,1018.0,100.0,2.0,,2019,4,29,6,0,0,0,Spring,0.0,1,,0,1,6,0.037138927097661624
942,2019-07-02 02:00:00,,39.7,0.0,67.9,DARK,16.0,1016.0,100.0,2.0,,2019,7,2,2,1,0,0,Summer,,0,,0,1,26,0.0
943,2018-09-21 20:00:00,Medium,34.0,31.2,85.2,DARK,19.0,1021.0,88.0,4.0,céu claro,2018,9,21,20,4,0,0,Summer,1.0,0,1.0,0,1,116,0.3661971830985915
944,2019-05-25 17:00:00,Medium,34.8,16.8,71.2,LIGHT,24.0,1019.0,56.0,7.0,,2019,5,25,17,5,1,0,Spring,1.0,2,,1,0,137,0.23595505617977527
945,2018-11-09 17:00:00,High,42.7,48.3,85.9,DARK,15.0,1016.0,93.0,9.0,,2018,11,9,17,4,0,0,Autumn,2.0,0,,1,1,113,0.5622817229336436
946,2019-04-24 14:00:00,Medium,32.1,49.9,76.9,LIGHT,13.0,999.0,82.0,7.0,,2019,4,24,14,2,0,0,Spring,1.0,2,,1,0,62,0.6488946684005201
947,2018-09-07 05:00:00,,44.7,0.0,85.7,DARK,16.0,1013.0,93.0,2.0,céu claro,2018,9,7,5,4,0,0,Summer,,0,1.0,0,1,101,0.0
948,2018-10-19 01:00:00,,43.9,0.0,85.1,DARK,15.0,1014.0,87.0,4.0,céu claro,2018,10,19,1,4,0,0,Autumn,,0,1.0,0,1,97,0.0
949,2019-09-15 12:00:00,Medium,47.6,13.4,77.1,LIGHT,27.0,1019.0,51.0,2.0,,2019,9,15,12,6,1,0,Summer,1.0,2,,1,0,156,0.17380025940337226
950,2019-06-24 03:00:00,,39.1,0.0,48.1,DARK,16.0,1013.0,93.0,0.0,céu pouco nublado,2019,6,24,3,0,0,0,Summer,,0,2.0,0,1,3,0.0
951,2018-08-02 05:00:00,,43.8,0.0,86.3,DARK,17.0,1013.0,93.0,0.0,céu claro,2018,8,2,5,3,0,0,Summer,,0,1.0,0,1,77,0.0
952,2018-11-14 12:00:00,Low,43.0,16.2,87.9,LIGHT,19.0,1018.0,63.0,5.0,céu claro,2018,11,14,12,2,0,0,Autumn,0.0,2,1.0,1,0,60,0.1843003412969283
953,2019-06-18 04:00:00,,37.4,0.0,66.1,DARK,13.0,1011.0,72.0,4.0,,2019,6,18,4,1,0,0,Spring,,0,,0,1,28,0.0
954,2019-09-09 18:00:00,Very_High,39.0,97.1,83.9,LIGHT,19.0,1018.0,77.0,6.0,,2019,9,9,18,0,0,0,Summer,3.0,2,,1,0,18,1.1573301549463646
955,2019-07-20 11:00:00,Low,38.0,14.4,86.9,LIGHT,24.0,1018.0,78.0,3.0,céu pouco nublado,2019,7,20,11,5,1,0,Summer,0.0,2,2.0,1,0,131,0.16570771001150747
956,2019-08-20 17:00:00,High,43.7,79.4,75.5,LIGHT,26.0,1018.0,57.0,6.0,,2019,8,20,17,1,0,0,Summer,2.0,2,,1,0,41,1.0516556291390728
957,2018-11-03 02:00:00,,38.4,2.4,86.8,DARK,13.0,1026.0,100.0,1.0,,2018,11,3,2,5,1,0,Autumn,,0,,0,1,122,0.027649769585253454
958,2018-10-27 03:00:00,,43.5,0.0,86.5,DARK,12.0,1014.0,76.0,7.0,céu claro,2018,10,27,3,5,1,0,Autumn,,0,1.0,0,1,123,0.0
959,2019-04-29 17:00:00,High,39.1,40.8,76.6,LIGHT,19.0,1018.0,82.0,7.0,céu pouco nublado,2019,4,29,17,0,0,0,Spring,2.0,2,2.0,1,0,17,0.5326370757180157
960,2019-06-24 21:00:00,Low,42.8,3.8,70.5,DARK,17.0,1016.0,93.0,3.0,céu pouco nublado,2019,6,24,21,0,0,0,Summer,0.0,0,2.0,0,1,21,0.05390070921985815
961,2019-08-25 03:00:00,Low,48.4,10.3,74.8,DARK,15.0,1016.0,100.0,2.0,,2019,8,25,3,6,1,0,Summer,0.0,0,,0,1,147,0.1377005347593583
962,2019-05-06 23:00:00,Low,41.6,5.3,74.7,DARK,14.0,1020.0,82.0,3.0,nublado,2019,5,6,23,0,0,0,Spring,0.0,0,7.0,0,1,23,0.07095046854082998
963,2019-07-21 07:00:00,Low,39.8,4.9,85.8,LIGHT,15.0,1019.0,100.0,8.0,,2019,7,21,7,6,1,0,Summer,0.0,2,,1,0,151,0.05710955710955712
964,2018-11-26 05:00:00,Low,40.8,15.0,87.7,DARK,13.0,1016.0,66.0,9.0,,2018,11,26,5,0,0,0,Autumn,0.0,0,,0,1,5,0.1710376282782212
965,2019-05-27 04:00:00,Low,47.8,1.3,67.8,DARK,13.0,1017.0,100.0,2.0,,2019,5,27,4,0,0,0,Spring,0.0,0,,0,1,4,0.019174041297935103
966,2018-09-16 23:00:00,,40.5,0.0,88.3,DARK,14.0,1018.0,100.0,0.0,algumas nuvens,2018,9,16,23,6,1,0,Summer,,0,3.0,0,1,167,0.0
967,2018-08-29 20:00:00,,44.5,1.6,84.9,DARK,17.0,1020.0,77.0,4.0,céu claro,2018,8,29,20,2,0,0,Summer,,0,1.0,0,1,68,0.01884570082449941
968,2018-11-18 15:00:00,Medium,34.4,25.7,85.4,LIGHT,16.0,1000.0,82.0,1.0,,2018,11,18,15,6,1,0,Autumn,1.0,2,,1,0,159,0.30093676814988285
969,2019-01-17 13:00:00,Medium,36.1,15.8,78.6,LIGHT,11.0,1022.0,62.0,4.0,algumas nuvens,2019,1,17,13,3,0,0,Winter,1.0,2,3.0,0,0,85,0.20101781170483463
970,2018-10-25 02:00:00,,45.1,2.0,86.6,DARK,11.0,1020.0,87.0,0.0,céu claro,2018,10,25,2,3,0,0,Autumn,,0,1.0,0,1,74,0.023094688221709007
971,2019-05-07 16:00:00,High,31.7,48.9,76.5,LIGHT,17.0,1014.0,100.0,6.0,,2019,5,7,16,1,0,0,Spring,2.0,2,,1,0,40,0.6392156862745098
972,2018-11-30 14:00:00,Low,37.6,14.5,84.5,LIGHT,15.0,1024.0,82.0,3.0,nuvens dispersas,2018,11,30,14,4,0,0,Autumn,0.0,2,4.0,1,1,110,0.17159763313609466
973,2019-06-04 08:00:00,Very_High,46.6,174.5,59.8,LIGHT,16.0,1012.0,93.0,4.0,,2019,6,4,8,1,0,0,Spring,3.0,2,,1,0,32,2.9180602006688963
974,2018-08-25 15:00:00,Medium,42.9,29.0,85.6,LIGHT,22.0,1016.0,53.0,5.0,céu claro,2018,8,25,15,5,1,0,Summer,1.0,2,1.0,1,0,135,0.338785046728972
975,2018-09-05 12:00:00,Low,37.4,12.2,85.5,LIGHT,21.0,1016.0,82.0,4.0,nuvens quebrados,2018,9,5,12,2,0,0,Summer,0.0,2,5.0,1,1,60,0.14269005847953214
976,2019-06-09 04:00:00,,40.1,2.3,68.2,DARK,10.0,1020.0,93.0,2.0,,2019,6,9,4,6,1,0,Spring,,0,,0,1,148,0.03372434017595308
977,2019-03-31 08:00:00,,41.6,0.0,75.4,LIGHT,10.0,1012.0,76.0,1.0,céu limpo,2019,3,31,8,6,1,0,Spring,,2,0.0,1,0,152,0.0
978,2019-07-21 02:00:00,,39.7,0.0,78.2,DARK,16.0,1019.0,100.0,0.0,,2019,7,21,2,6,1,0,Summer,,0,,0,1,146,0.0
979,2019-06-29 18:00:00,Medium,33.1,26.6,77.5,LIGHT,21.0,1017.0,82.0,7.0,,2019,6,29,18,5,1,0,Summer,1.0,2,,1,0,138,0.34322580645161294
980,2019-07-15 08:00:00,Very_High,43.4,88.1,85.2,LIGHT,18.0,1016.0,100.0,5.0,,2019,7,15,8,0,0,0,Summer,3.0,2,,1,0,8,1.034037558685446
981,2018-11-01 18:00:00,Medium,40.8,42.8,86.1,DARK,14.0,1020.0,87.0,4.0,nuvens quebrados,2018,11,1,18,3,0,0,Autumn,1.0,0,5.0,1,1,90,0.49709639953542395
982,2019-06-01 23:00:00,Medium,33.6,16.6,73.8,DARK,19.0,1018.0,68.0,2.0,,2019,6,1,23,5,1,0,Spring,1.0,0,,0,1,143,0.22493224932249326
983,2018-10-10 02:00:00,,42.9,1.1,90.6,DARK,12.0,1005.0,62.0,4.0,céu claro,2018,10,10,2,2,0,0,Autumn,,0,1.0,0,1,50,0.012141280353200884
984,2019-09-02 11:00:00,Medium,44.3,22.3,78.0,LIGHT,25.0,1016.0,50.0,6.0,,2019,9,2,11,0,0,0,Summer,1.0,2,,1,0,11,0.2858974358974359
985,2018-09-22 06:00:00,,42.4,0.0,83.3,DARK,13.0,1021.0,100.0,2.0,algumas nuvens,2018,9,22,6,5,1,0,Summer,,0,3.0,0,1,126,0.0
986,2018-10-30 09:00:00,Very_High,44.0,135.2,85.5,LIGHT,9.0,1000.0,93.0,0.0,,2018,10,30,9,1,0,0,Autumn,3.0,2,,1,0,33,1.5812865497076023
987,2019-07-24 22:00:00,Low,42.5,6.2,79.7,DARK,19.0,1014.0,88.0,2.0,nuvens dispersas,2019,7,24,22,2,0,0,Summer,0.0,0,4.0,0,1,70,0.07779171894604768
988,2019-07-03 07:00:00,Very_High,41.5,57.4,77.3,LIGHT,16.0,1012.0,100.0,5.0,nuvens quebradas,2019,7,3,7,2,0,0,Summer,3.0,2,5.0,1,1,55,0.7425614489003881
989,2019-06-16 07:00:00,,43.3,0.0,70.9,LIGHT,11.0,1019.0,100.0,0.0,,2019,6,16,7,6,1,0,Spring,,2,,1,0,151,0.0
990,2018-08-09 13:00:00,Medium,39.4,40.6,89.5,LIGHT,19.0,1021.0,68.0,6.0,algumas nuvens,2018,8,9,13,3,0,0,Summer,1.0,2,3.0,0,0,85,0.45363128491620114
991,2018-10-07 06:00:00,,47.8,0.0,89.5,DARK,9.0,1020.0,87.0,3.0,céu claro,2018,10,7,6,6,1,0,Autumn,,0,1.0,0,1,150,0.0
992,2019-05-27 03:00:00,Low,42.5,3.9,62.6,DARK,14.0,1017.0,93.0,1.0,,2019,5,27,3,0,0,0,Spring,0.0,0,,0,1,3,0.06230031948881789
993,2019-05-06 02:00:00,,41.6,0.0,76.1,DARK,14.0,1019.0,87.0,2.0,nublado,2019,5,6,2,0,0,0,Spring,,0,7.0,0,1,2,0.0
994,2019-09-01 21:00:00,Low,42.1,3.4,75.4,DARK,20.0,1014.0,77.0,2.0,,2019,9,1,21,6,1,0,Summer,0.0,0,,0,1,165,0.04509283819628647
995,2018-11-23 05:00:00,,38.2,0.0,74.3,DARK,9.0,1013.0,100.0,3.0,nuvens quebrados,2018,11,23,5,4,0,0,Autumn,,0,5.0,0,1,101,0.0
996,2018-11-08 03:00:00,,44.4,1.0,82.6,DARK,10.0,1014.0,81.0,5.0,algumas nuvens,2018,11,8,3,3,0,0,Autumn,,0,3.0,0,1,75,0.012106537530266345
997,2018-09-30 03:00:00,,48.1,0.0,86.5,DARK,14.0,1017.0,100.0,0.0,,2018,9,30,3,6,1,0,Autumn,,0,,0,1,147,0.0
998,2018-12-05 02:00:00,,47.4,0.0,73.0,DARK,8.0,1023.0,100.0,3.0,nuvens quebrados,2018,12,5,2,2,0,0,Autumn,,0,5.0,0,1,50,0.0
999,2019-05-23 09:00:00,Very_High,44.0,98.6,69.9,LIGHT,17.0,1021.0,77.0,1.0,nuvens quebradas,2019,5,23,9,3,0,0,Spring,3.0,2,5.0,1,1,81,1.4105865522174532
1000,2019-05-04 07:00:00,,41.9,0.0,73.5,LIGHT,12.0,1013.0,87.0,1.0,,2019,5,4,7,5,1,0,Spring,,2,,1,0,127,0.0
1001,2019-02-03 21:00:00,,41.4,0.0,86.4,DARK,5.0,1030.0,80.0,0.0,céu claro,2019,2,3,21,6,1,0,Winter,,0,1.0,0,1,165,0.0
1002,2019-07-22 22:00:00,,44.3,0.0,80.9,DARK,19.0,1016.0,100.0,1.0,,2019,7,22,22,0,0,0,Summer,,0,,0,1,22,0.0
1003,2018-11-20 23:00:00,,38.4,2.4,74.8,DARK,12.0,1003.0,93.0,2.0,nuvens quebrados,2018,11,20,23,1,0,0,Autumn,,0,5.0,0,1,47,0.03208556149732621
1004,2019-01-23 11:00:00,Medium,36.1,46.2,76.1,LIGHT,12.0,1018.0,87.0,9.0,,2019,1,23,11,2,0,0,Winter,1.0,2,,1,0,59,0.6070959264126151
1005,2019-04-18 21:00:00,Low,38.8,7.7,78.9,DARK,14.0,1014.0,87.0,2.0,céu limpo,2019,4,18,21,3,0,0,Spring,0.0,0,0.0,0,1,93,0.09759188846641317
1006,2018-10-05 05:00:00,,43.4,0.0,89.0,DARK,10.0,1016.0,76.0,1.0,céu claro,2018,10,5,5,4,0,0,Autumn,,0,1.0,0,1,101,0.0
1007,2019-08-27 00:00:00,Medium,47.5,6.7,76.5,DARK,18.0,1015.0,100.0,1.0,,2019,8,27,0,1,0,0,Summer,1.0,0,,0,1,24,0.08758169934640524
1008,2019-06-16 00:00:00,Low,35.1,11.1,77.7,DARK,13.0,1021.0,87.0,1.0,,2019,6,16,0,6,1,0,Spring,0.0,0,,0,1,144,0.14285714285714285
1009,2019-05-24 12:00:00,Low,34.0,17.8,79.2,LIGHT,20.0,1019.0,59.0,5.0,,2019,5,24,12,4,0,0,Spring,0.0,2,,1,0,108,0.22474747474747475
1010,2018-11-15 00:00:00,Low,36.9,9.6,78.1,DARK,13.0,1014.0,72.0,5.0,céu claro,2018,11,15,0,3,0,0,Autumn,0.0,0,1.0,0,1,72,0.12291933418693983
1011,2019-08-31 04:00:00,Low,47.7,8.7,84.7,DARK,16.0,1017.0,100.0,1.0,,2019,8,31,4,5,1,0,Summer,0.0,0,,0,1,124,0.10271546635182997
1012,2019-01-21 22:00:00,Low,40.9,3.7,86.0,DARK,9.0,1024.0,87.0,1.0,céu claro,2019,1,21,22,0,0,0,Winter,0.0,0,1.0,0,1,22,0.04302325581395349
1013,2019-02-05 10:00:00,High,41.1,48.9,93.9,LIGHT,5.0,1030.0,75.0,2.0,céu claro,2019,2,5,10,1,0,0,Winter,2.0,2,1.0,1,0,34,0.5207667731629393
1014,2019-08-15 11:00:00,High,39.0,42.8,91.0,LIGHT,20.0,1021.0,73.0,3.0,,2019,8,15,11,3,0,0,Summer,2.0,2,,1,0,83,0.4703296703296703
1015,2018-10-02 13:00:00,Low,40.8,11.1,83.1,LIGHT,26.0,1021.0,35.0,6.0,céu claro,2018,10,2,13,1,0,0,Autumn,0.0,2,1.0,0,0,37,0.13357400722021662
1016,2018-09-13 08:00:00,High,42.4,65.0,86.1,LIGHT,14.0,1020.0,100.0,1.0,,2018,9,13,8,3,0,0,Summer,2.0,2,,1,0,80,0.7549361207897793
1017,2019-02-22 21:00:00,Medium,34.9,31.0,105.8,DARK,14.0,1027.0,54.0,3.0,céu claro,2019,2,22,21,4,0,0,Winter,1.0,0,1.0,0,1,117,0.29300567107750475
1018,2019-01-28 12:00:00,Medium,47.4,18.9,74.4,LIGHT,13.0,1024.0,93.0,5.0,nuvens quebrados,2019,1,28,12,0,0,0,Winter,1.0,2,5.0,1,1,12,0.25403225806451607
1019,2019-09-21 11:00:00,Medium,40.6,63.0,84.3,LIGHT,18.0,1009.0,94.0,9.0,,2019,9,21,11,5,1,0,Summer,1.0,2,,1,0,131,0.7473309608540926
1020,2019-01-26 01:00:00,Low,39.7,2.6,69.6,DARK,7.0,1020.0,87.0,1.0,céu claro,2019,1,26,1,5,1,0,Winter,0.0,0,1.0,0,1,121,0.03735632183908046
1021,2018-07-27 19:00:00,High,43.8,32.3,86.3,LIGHT,20.0,1016.0,72.0,4.0,céu claro,2018,7,27,19,4,0,0,Summer,2.0,2,1.0,1,0,115,0.3742757821552723
1022,2019-05-28 11:00:00,Medium,35.7,28.7,68.0,LIGHT,21.0,1018.0,31.0,4.0,,2019,5,28,11,1,0,0,Spring,1.0,2,,1,0,35,0.42205882352941176
1023,2018-07-30 07:00:00,Low,37.3,4.0,87.8,LIGHT,19.0,1018.0,72.0,3.0,tempo nublado,2018,7,30,7,0,0,0,Summer,0.0,2,6.0,1,1,7,0.04555808656036447
1024,2018-09-13 11:00:00,Medium,37.1,44.7,90.1,LIGHT,18.0,1020.0,77.0,1.0,,2018,9,13,11,3,0,0,Summer,1.0,2,,1,0,83,0.49611542730299674
1025,2019-05-10 14:00:00,Medium,34.2,44.7,74.5,LIGHT,18.0,1018.0,82.0,4.0,nuvens quebradas,2019,5,10,14,4,0,0,Spring,1.0,2,5.0,1,1,110,0.6000000000000001
1026,2018-08-08 22:00:00,,38.1,0.0,85.2,DARK,17.0,1017.0,93.0,3.0,,2018,8,8,22,2,0,0,Summer,,0,,0,1,70,0.0
1027,2019-06-09 20:00:00,,40.6,2.6,66.8,LOW_LIGHT,16.0,1021.0,59.0,4.0,,2019,6,9,20,6,1,0,Spring,,1,,0,1,164,0.038922155688622756
1028,2018-11-14 05:00:00,,43.8,0.0,87.1,DARK,9.0,1020.0,76.0,5.0,céu claro,2018,11,14,5,2,0,0,Autumn,,0,1.0,0,1,53,0.0
1029,2019-01-18 22:00:00,,37.7,1.0,74.4,DARK,8.0,1019.0,93.0,1.0,nuvens quebrados,2019,1,18,22,4,0,0,Winter,,0,5.0,0,1,118,0.013440860215053762
1030,2018-08-19 11:00:00,Low,40.8,17.3,82.4,LIGHT,29.0,1017.0,28.0,6.0,céu claro,2018,8,19,11,6,1,0,Summer,0.0,2,1.0,1,0,155,0.2099514563106796
1031,2018-11-24 02:00:00,Low,39.5,12.7,70.6,DARK,11.0,1014.0,93.0,5.0,,2018,11,24,2,5,1,0,Autumn,0.0,0,,0,1,122,0.17988668555240794
1032,2018-11-09 11:00:00,Very_High,40.8,64.8,85.3,LIGHT,13.0,1019.0,87.0,8.0,,2018,11,9,11,4,0,0,Autumn,3.0,2,,1,0,107,0.7596717467760844
1033,2019-04-19 19:00:00,Medium,35.6,31.4,80.2,LOW_LIGHT,18.0,1016.0,68.0,3.0,céu pouco nublado,2019,4,19,19,4,0,0,Spring,1.0,1,2.0,1,1,115,0.3915211970074813
1034,2018-10-11 11:00:00,Medium,37.4,46.7,91.6,LIGHT,18.0,1010.0,82.0,4.0,algumas nuvens,2018,10,11,11,3,0,0,Autumn,1.0,2,3.0,1,0,83,0.5098253275109171
1035,2018-11-19 22:00:00,Low,49.4,1.7,78.7,DARK,13.0,1002.0,100.0,2.0,,2018,11,19,22,0,0,0,Autumn,0.0,0,,0,1,22,0.021601016518424394
1036,2019-05-08 09:00:00,Very_High,39.3,141.3,77.9,LIGHT,14.0,1012.0,93.0,4.0,nuvens quebradas,2019,5,8,9,2,0,0,Spring,3.0,2,5.0,1,1,57,1.8138639281129654
1037,2019-06-17 07:00:00,Very_High,50.1,121.0,72.4,LIGHT,11.0,1017.0,100.0,1.0,céu pouco nublado,2019,6,17,7,0,0,0,Spring,3.0,2,2.0,1,0,7,1.671270718232044
1038,2019-01-19 08:00:00,,47.8,0.0,71.7,LOW_LIGHT,7.0,1015.0,93.0,5.0,nuvens quebrados,2019,1,19,8,5,1,0,Winter,,1,5.0,1,1,128,0.0
1039,2018-09-25 15:00:00,High,34.2,57.7,95.1,LIGHT,29.0,1018.0,26.0,3.0,céu claro,2018,9,25,15,1,0,0,Autumn,2.0,2,1.0,1,0,39,0.6067297581493166
1040,2019-05-06 14:00:00,High,33.4,51.5,82.1,LIGHT,17.0,1020.0,67.0,4.0,céu pouco nublado,2019,5,6,14,0,0,0,Spring,2.0,2,2.0,1,0,14,0.6272838002436054
1041,2019-05-19 18:00:00,Medium,33.8,36.6,78.8,LIGHT,15.0,1015.0,71.0,5.0,,2019,5,19,18,6,1,0,Spring,1.0,2,,1,0,162,0.4644670050761422
1042,2019-05-13 04:00:00,,43.1,0.0,71.3,DARK,15.0,1019.0,34.0,4.0,,2019,5,13,4,0,0,0,Spring,,0,,0,1,4,0.0
1043,2019-08-14 22:00:00,Low,41.1,4.4,72.8,DARK,19.0,1021.0,100.0,4.0,,2019,8,14,22,2,0,0,Summer,0.0,0,,0,1,70,0.06043956043956045
1044,2018-10-13 09:00:00,Low,38.3,5.4,86.2,LIGHT,18.0,1015.0,64.0,4.0,céu claro,2018,10,13,9,5,1,0,Autumn,0.0,2,1.0,1,0,129,0.06264501160092807
1045,2019-06-13 16:00:00,High,39.1,49.6,73.0,LIGHT,18.0,1013.0,67.0,5.0,céu pouco nublado,2019,6,13,16,3,0,0,Spring,2.0,2,2.0,1,0,88,0.6794520547945205
1046,2019-03-04 03:00:00,,41.4,0.0,88.6,DARK,11.0,1020.0,87.0,1.0,,2019,3,4,3,0,0,0,Winter,,0,,0,1,3,0.0
1047,2018-09-28 11:00:00,Medium,37.3,37.7,92.7,LIGHT,19.0,1022.0,83.0,2.0,céu claro,2018,9,28,11,4,0,0,Autumn,1.0,2,1.0,1,0,107,0.40668824163969797
1048,2019-04-10 19:00:00,Medium,35.2,11.7,80.6,DARK,12.0,1020.0,82.0,4.0,nuvens dispersas,2019,4,10,19,2,0,0,Spring,1.0,0,4.0,1,1,67,0.14516129032258066
1049,2018-12-07 03:00:00,,41.9,0.0,76.0,DARK,12.0,1030.0,93.0,1.0,nuvens quebrados,2018,12,7,3,4,0,0,Autumn,,0,5.0,0,1,99,0.0
1050,2018-11-12 16:00:00,Medium,38.1,26.0,87.4,LIGHT,15.0,1018.0,72.0,2.0,algumas nuvens,2018,11,12,16,0,0,0,Autumn,1.0,2,3.0,1,0,16,0.2974828375286041
1051,2019-07-19 08:00:00,High,42.0,50.7,82.5,LIGHT,17.0,1015.0,100.0,7.0,,2019,7,19,8,4,0,0,Summer,2.0,2,,1,0,104,0.6145454545454546
1052,2018-12-07 14:00:00,Medium,32.4,33.7,80.6,LIGHT,14.0,1031.0,87.0,3.0,tempo nublado,2018,12,7,14,4,0,0,Autumn,1.0,2,6.0,1,1,110,0.4181141439205956
1053,2018-08-24 20:00:00,Low,40.4,7.7,84.6,DARK,19.0,1017.0,82.0,2.0,céu claro,2018,8,24,20,4,0,0,Summer,0.0,0,1.0,0,1,116,0.09101654846335698
1054,2018-11-21 18:00:00,Very_High,44.5,74.0,79.4,DARK,11.0,1009.0,76.0,4.0,algumas nuvens,2018,11,21,18,2,0,0,Autumn,3.0,0,3.0,1,1,66,0.9319899244332494
1055,2018-09-08 21:00:00,Medium,40.3,18.9,88.4,DARK,18.0,1017.0,93.0,3.0,nuvens dispersas,2018,9,8,21,5,1,0,Summer,1.0,0,4.0,0,1,141,0.21380090497737553
1056,2018-08-10 11:00:00,High,39.7,45.9,85.4,LIGHT,20.0,1022.0,60.0,5.0,céu claro,2018,8,10,11,4,0,0,Summer,2.0,2,1.0,1,0,107,0.5374707259953161
1057,2018-11-10 00:00:00,Low,41.7,4.7,84.8,DARK,15.0,1012.0,100.0,10.0,,2018,11,10,0,5,1,0,Autumn,0.0,0,,0,1,120,0.055424528301886794
1058,2019-09-15 03:00:00,Low,44.6,5.7,71.6,DARK,19.0,1018.0,77.0,3.0,,2019,9,15,3,6,1,0,Summer,0.0,0,,0,1,147,0.07960893854748605
1059,2019-07-03 14:00:00,High,32.5,39.5,92.4,LIGHT,24.0,1013.0,77.0,6.0,,2019,7,3,14,2,0,0,Summer,2.0,2,,1,0,62,0.4274891774891775
1060,2018-11-13 02:00:00,,44.9,0.0,84.0,DARK,6.0,1023.0,100.0,1.0,,2018,11,13,2,1,0,0,Autumn,,0,,0,1,26,0.0
1061,2019-08-11 03:00:00,,46.1,3.4,86.8,DARK,15.0,1020.0,100.0,4.0,céu pouco nublado,2019,8,11,3,6,1,0,Summer,,0,2.0,0,1,147,0.03917050691244239
1062,2019-02-21 16:00:00,High,34.1,70.7,101.2,LIGHT,18.0,1023.0,63.0,3.0,céu claro,2019,2,21,16,3,0,0,Winter,2.0,2,1.0,1,0,88,0.6986166007905138
1063,2019-09-05 18:00:00,Very_High,44.3,98.4,83.0,LIGHT,27.0,1017.0,27.0,4.0,,2019,9,5,18,3,0,0,Summer,3.0,2,,1,0,90,1.185542168674699
1064,2019-06-23 14:00:00,Medium,36.8,37.5,84.5,LIGHT,18.0,1013.0,82.0,3.0,nuvens dispersas,2019,6,23,14,6,1,0,Summer,1.0,2,4.0,1,1,158,0.4437869822485207
1065,2019-05-31 14:00:00,Medium,37.4,24.8,76.7,LIGHT,30.0,1020.0,36.0,4.0,,2019,5,31,14,4,0,0,Spring,1.0,2,,1,0,110,0.32333767926988266
1066,2018-11-27 10:00:00,High,42.0,45.6,84.8,LIGHT,10.0,1024.0,81.0,2.0,algumas nuvens,2018,11,27,10,1,0,0,Autumn,2.0,2,3.0,1,0,34,0.5377358490566038
1067,2018-09-02 09:00:00,,41.5,3.5,88.4,LIGHT,24.0,1013.0,50.0,5.0,céu claro,2018,9,2,9,6,1,0,Summer,,2,1.0,1,0,153,0.03959276018099547
1068,2019-02-07 20:00:00,Medium,38.3,35.7,87.3,DARK,10.0,1024.0,100.0,0.0,,2019,2,7,20,3,0,0,Winter,1.0,0,,0,1,92,0.4089347079037801
1069,2019-08-14 12:00:00,Medium,39.5,62.0,88.3,LIGHT,21.0,1022.0,83.0,3.0,,2019,8,14,12,2,0,0,Summer,1.0,2,,1,0,60,0.7021517553793885
1070,2019-05-23 17:00:00,High,42.1,61.4,69.8,LIGHT,19.0,1020.0,77.0,7.0,céu pouco nublado,2019,5,23,17,3,0,0,Spring,2.0,2,2.0,1,0,89,0.8796561604584527
1071,2018-11-15 02:00:00,,42.4,0.0,74.8,DARK,13.0,1013.0,72.0,4.0,céu claro,2018,11,15,2,3,0,0,Autumn,,0,1.0,0,1,74,0.0
1072,2019-06-09 07:00:00,,39.8,0.0,67.6,LIGHT,11.0,1020.0,93.0,2.0,,2019,6,9,7,6,1,0,Spring,,2,,1,0,151,0.0
1073,2019-06-29 06:00:00,Low,35.2,7.5,60.9,LIGHT,16.0,1016.0,100.0,2.0,,2019,6,29,6,5,1,0,Summer,0.0,2,,0,0,126,0.12315270935960591
1074,2019-02-22 22:00:00,,45.4,6.2,97.9,DARK,14.0,1028.0,67.0,2.0,céu claro,2019,2,22,22,4,0,0,Winter,,0,1.0,0,1,118,0.06332992849846782
1075,2018-11-10 21:00:00,,43.3,0.0,72.0,DARK,15.0,1012.0,100.0,4.0,tempo nublado,2018,11,10,21,5,1,0,Autumn,,0,6.0,0,1,141,0.0
1076,2019-05-13 00:00:00,,43.1,0.0,71.3,DARK,19.0,1020.0,40.0,1.0,,2019,5,13,0,0,0,0,Spring,,0,,0,1,0,0.0
1077,2018-11-18 06:00:00,,39.4,0.0,70.7,DARK,18.0,1000.0,63.0,3.0,céu claro,2018,11,18,6,6,1,0,Autumn,,0,1.0,0,1,150,0.0
1078,2019-02-07 09:00:00,Very_High,44.5,93.6,90.0,LIGHT,7.0,1026.0,100.0,3.0,,2019,2,7,9,3,0,0,Winter,3.0,2,,1,0,81,1.04
