,record_date,AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,year,month,day,hour,weekday,is_weekend,is_holiday,season,AVERAGE_SPEED_DIFF_N,LUMINOSITY_N,AVERAGE_CLOUDINESS_N,is_peak_hour,poor_visibility,hour_weekday,time_ratio,AVERAGE_FREE_FLOW_SPEED_lag1,AVERAGE_FREE_FLOW_SPEED_lag2,AVERAGE_FREE_FLOW_SPEED_lag4,AVERAGE_TIME_DIFF_lag1,AVERAGE_TIME_DIFF_lag2,AVERAGE_TIME_DIFF_lag4,rolling_speed_mean_3h,rolling_speed_std_3h,speed_change,hour_day_cat,hour_sin,hour_cos
1854,2018-10-03 11:00:00,Medium,35.0,18.0,89.0,LIGHT,25.0,1022.0,21.0,5.0,céu claro,2018,10,3,11,2,0,0,Autumn,2,2,1.0,1,0,59,0.20224719101123595,37.0,41.9,46.1,24.2,42.4,74.5,37.96666666666667,3.5501173689517707,-2.0,11_2,0.258819045102521,-0.9659258262890682
158,2018-10-03 13:00:00,Medium,37.4,23.0,89.3,LIGHT,27.0,1022.0,16.0,2.0,céu claro,2018,10,3,13,2,0,0,Autumn,2,2,1.0,0,0,61,0.25755879059350506,35.0,37.0,46.6,18.0,24.2,126.8,36.46666666666667,1.2858201014655477,2.3999999999999986,13_2,-0.2588190451025208,-0.9659258262890683
3894,2018-10-03 14:00:00,Medium,40.0,40.2,87.9,LIGHT,28.0,1021.0,20.0,2.0,céu claro,2018,10,3,14,2,0,0,Autumn,2,2,1.0,1,0,62,0.45733788395904434,37.4,35.0,41.9,23.0,18.0,42.4,37.46666666666667,2.5006665778014057,2.6000000000000014,14_2,-0.4999999999999997,-0.8660254037844388
290,2018-10-03 15:00:00,High,37.1,39.1,90.1,LIGHT,27.0,1020.0,26.0,2.0,céu claro,2018,10,3,15,2,0,0,Autumn,3,2,1.0,1,0,63,0.43396226415094347,40.0,37.4,37.0,40.2,23.0,24.2,38.166666666666664,1.594783161854012,-2.8999999999999986,15_2,-0.7071067811865471,-0.7071067811865479
5288,2018-10-03 17:00:00,High,43.3,44.6,85.7,LIGHT,26.0,1020.0,25.0,3.0,céu claro,2018,10,3,17,2,0,0,Autumn,3,2,1.0,1,0,65,0.5204200700116686,37.1,40.0,35.0,39.1,40.2,18.0,40.13333333333333,3.102149792213991,6.199999999999996,17_2,-0.9659258262890683,-0.25881904510252063
3459,2018-10-03 18:00:00,Very_High,46.1,65.2,85.7,LOW_LIGHT,25.0,1020.0,27.0,2.0,céu claro,2018,10,3,18,2,0,0,Autumn,4,1,1.0,1,1,66,0.7607934655775963,43.3,37.1,37.4,44.6,39.1,23.0,42.166666666666664,4.605793453177594,2.8000000000000043,18_2,-1.0,-1.8369701987210297e-16
23,2018-10-03 19:00:00,Medium,43.0,30.7,89.3,DARK,22.0,1020.0,37.0,1.0,céu claro,2018,10,3,19,2,0,0,Autumn,2,0,1.0,1,1,67,0.3437849944008959,46.1,43.3,40.0,65.2,44.6,40.2,44.13333333333333,1.7097758137644439,-3.1000000000000014,19_2,-0.9659258262890684,0.2588190451025203
6760,2018-10-03 20:00:00,Low,42.3,1.7,75.8,DARK,19.0,1021.0,45.0,0.0,céu claro,2018,10,3,20,2,0,0,Autumn,0,0,1.0,0,1,68,0.022427440633245383,43.0,46.1,37.1,30.7,65.2,39.1,43.800000000000004,2.022374841615792,-0.7000000000000028,20_2,-0.8660254037844386,0.5000000000000001
6,2018-10-03 21:00:00,Low,45.7,4.0,79.8,DARK,16.0,1020.0,58.0,0.0,céu claro,2018,10,3,21,2,0,0,Autumn,0,0,1.0,0,1,69,0.050125313283208024,42.3,43.0,43.3,1.7,30.7,44.6,43.666666666666664,1.795364401266166,3.4000000000000057,21_2,-0.7071067811865477,0.7071067811865474
4479,2018-10-03 22:00:00,Low,42.4,0.0,76.2,DARK,16.0,1020.0,55.0,0.0,céu claro,2018,10,3,22,2,0,0,Autumn,0,0,1.0,0,1,70,0.0,45.7,42.3,46.1,4.0,1.7,65.2,43.46666666666667,1.9347695814576462,-3.3000000000000043,22_2,-0.5000000000000004,0.8660254037844384
721,2018-10-03 23:00:00,Low,41.4,1.7,87.3,DARK,15.0,1020.0,51.0,0.0,céu claro,2018,10,3,23,2,0,0,Autumn,0,0,1.0,0,1,71,0.019473081328751432,42.4,45.7,43.0,0.0,4.0,30.7,43.166666666666664,2.2501851775651183,-1.0,23_2,-0.25881904510252157,0.9659258262890681
6108,2018-10-04 02:00:00,Low,45.1,0.0,85.3,DARK,13.0,1019.0,42.0,0.0,céu claro,2018,10,4,2,3,0,0,Autumn,0,0,1.0,0,1,74,0.0,41.4,42.4,42.3,1.7,0.0,1.7,42.96666666666667,1.9139836293275183,3.700000000000003,2_3,0.49999999999999994,0.8660254037844387
5776,2018-10-04 03:00:00,Low,44.9,0.7,84.6,DARK,13.0,1019.0,51.0,1.0,céu claro,2018,10,4,3,3,0,0,Autumn,0,0,1.0,0,1,75,0.008274231678486997,45.1,41.4,45.7,0.0,1.7,4.0,43.800000000000004,2.080865204668601,-0.20000000000000284,3_3,0.7071067811865476,0.7071067811865476
4751,2018-10-04 04:00:00,Low,44.7,1.3,80.6,DARK,12.0,1018.0,54.0,1.0,céu claro,2018,10,4,4,3,0,0,Autumn,0,0,1.0,0,1,76,0.01612903225806452,44.9,45.1,42.4,0.7,0.0,0.0,44.9,0.20000000000155058,-0.19999999999999574,4_3,0.8660254037844386,0.5000000000000001
5073,2018-10-04 06:00:00,Low,45.6,1.2,86.2,DARK,10.0,1018.0,71.0,1.0,céu claro,2018,10,4,6,3,0,0,Autumn,1,0,1.0,0,1,78,0.013921113689095127,44.7,44.9,41.4,1.3,0.7,1.7,45.06666666666666,0.47258156262593903,0.8999999999999986,6_3,1.0,6.123233995736766e-17
331,2018-10-04 07:00:00,Very_High,43.3,78.8,85.7,LIGHT,11.0,1018.0,62.0,1.0,céu claro,2018,10,4,7,3,0,0,Autumn,4,2,1.0,1,0,79,0.9194865810968494,45.6,44.7,45.1,1.2,1.3,0.0,44.53333333333333,1.1590225767144995,-2.3000000000000043,7_3,0.9659258262890683,-0.25881904510252063
5015,2018-10-04 08:00:00,Very_High,47.2,94.8,84.1,LIGHT,11.0,1019.0,67.0,0.0,céu claro,2018,10,4,8,3,0,0,Autumn,4,2,1.0,1,0,80,1.127229488703924,43.3,45.6,44.9,78.8,1.2,0.7,45.366666666666674,1.9604421270045214,3.9000000000000057,8_3,0.8660254037844387,-0.4999999999999998
3281,2018-10-04 09:00:00,High,41.6,48.2,84.6,LIGHT,15.0,1019.0,52.0,1.0,céu claro,2018,10,4,9,3,0,0,Autumn,3,2,1.0,1,0,81,0.5697399527186762,47.2,43.3,44.7,94.8,78.8,1.3,44.03333333333333,2.871120571019939,-5.600000000000001,9_3,0.7071067811865476,-0.7071067811865475
4936,2018-10-04 10:00:00,Medium,40.8,21.5,82.7,LIGHT,22.0,1019.0,33.0,2.0,céu claro,2018,10,4,10,3,0,0,Autumn,2,2,1.0,1,0,82,0.25997581620314386,41.6,47.2,45.6,48.2,94.8,1.2,43.199999999999996,3.4871191548326035,-0.8000000000000043,10_3,0.49999999999999994,-0.8660254037844387
2049,2018-10-04 11:00:00,Medium,37.6,26.4,87.4,LIGHT,24.0,1019.0,41.0,2.0,céu claro,2018,10,4,11,3,0,0,Autumn,2,2,1.0,1,0,83,0.3020594965675057,40.8,41.6,43.3,21.5,48.2,78.8,40.0,2.1166010488516953,-3.1999999999999957,11_3,0.258819045102521,-0.9659258262890682
2873,2018-10-04 13:00:00,Medium,37.3,22.1,90.3,LIGHT,25.0,1018.0,33.0,2.0,céu claro,2018,10,4,13,3,0,0,Autumn,2,2,1.0,0,0,85,0.24473975636766337,37.6,40.8,47.2,26.4,21.5,94.8,38.56666666666667,1.9399312702601796,-0.30000000000000426,13_3,-0.2588190451025208,-0.9659258262890683
6199,2018-10-04 14:00:00,High,40.5,67.3,87.8,LIGHT,25.0,1018.0,33.0,3.0,céu claro,2018,10,4,14,3,0,0,Autumn,3,2,1.0,1,0,86,0.7665148063781321,37.3,37.6,41.6,22.1,26.4,48.2,38.46666666666667,1.767295485574855,3.200000000000003,14_3,-0.4999999999999997,-0.8660254037844388
1159,2018-10-04 15:00:00,High,42.0,65.9,87.4,LIGHT,23.0,1018.0,53.0,2.0,céu claro,2018,10,4,15,3,0,0,Autumn,3,2,1.0,1,0,87,0.754004576659039,40.5,37.3,40.8,67.3,22.1,21.5,39.93333333333333,2.400694344004128,1.5,15_3,-0.7071067811865471,-0.7071067811865479
5371,2018-10-04 16:00:00,High,44.6,45.2,86.5,LIGHT,23.0,1017.0,43.0,2.0,céu claro,2018,10,4,16,3,0,0,Autumn,3,2,1.0,1,0,88,0.5225433526011561,42.0,40.5,37.6,65.9,67.3,26.4,42.36666666666667,2.07444771766695,2.6000000000000014,16_3,-0.8660254037844385,-0.5000000000000004
6656,2018-10-04 17:00:00,Very_High,44.0,90.6,85.5,LIGHT,23.0,1017.0,43.0,2.0,céu claro,2018,10,4,17,3,0,0,Autumn,4,2,1.0,1,0,89,1.0596491228070175,44.6,42.0,37.3,45.2,65.9,22.1,43.53333333333333,1.3613718571109519,-0.6000000000000014,17_3,-0.9659258262890683,-0.25881904510252063
4298,2018-10-04 18:00:00,Very_High,45.6,102.7,86.2,LOW_LIGHT,22.0,1017.0,43.0,3.0,céu claro,2018,10,4,18,3,0,0,Autumn,4,1,1.0,1,1,90,1.191415313225058,44.0,44.6,40.5,90.6,45.2,67.3,44.73333333333333,0.8082903768657836,1.6000000000000014,18_3,-1.0,-1.8369701987210297e-16
1404,2018-10-04 20:00:00,Low,39.6,4.7,79.1,DARK,17.0,1017.0,67.0,0.0,céu claro,2018,10,4,20,3,0,0,Autumn,1,0,1.0,0,1,92,0.05941845764854615,45.6,44.0,42.0,102.7,90.6,65.9,43.06666666666667,3.1069813860616655,-6.0,20_3,-0.8660254037844386,0.5000000000000001
1360,2018-10-04 21:00:00,Medium,38.4,5.2,86.7,DARK,15.0,1018.0,71.0,0.0,céu claro,2018,10,4,21,3,0,0,Autumn,0,0,1.0,0,1,93,0.05997693194925029,39.6,45.6,44.6,4.7,102.7,45.2,41.2,3.8574603043972027,-1.2000000000000028,21_3,-0.7071067811865477,0.7071067811865474
5732,2018-10-04 22:00:00,Medium,37.4,1.9,89.8,DARK,14.0,1018.0,82.0,1.0,céu claro,2018,10,4,22,3,0,0,Autumn,0,0,1.0,0,1,94,0.021158129175946547,38.4,39.6,44.0,5.2,4.7,90.6,38.46666666666667,1.101514109457167,-1.0,22_3,-0.5000000000000004,0.8660254037844384
5045,2018-10-04 23:00:00,Medium,37.2,3.6,86.3,DARK,13.0,1018.0,76.0,0.0,céu claro,2018,10,4,23,3,0,0,Autumn,0,0,1.0,0,1,95,0.04171494785631518,37.4,38.4,45.6,1.9,5.2,102.7,37.666666666666664,0.6429100507327067,-0.19999999999999574,23_3,-0.25881904510252157,0.9659258262890681
429,2018-10-05 02:00:00,Medium,37.4,0.0,94.4,DARK,10.0,1017.0,93.0,0.0,céu claro,2018,10,5,2,4,0,0,Autumn,0,0,1.0,0,1,98,0.0,37.2,37.4,39.6,3.6,1.9,4.7,37.333333333333336,0.11547005383692478,0.19999999999999574,2_4,0.49999999999999994,0.8660254037844387
3893,2018-10-05 03:00:00,Medium,45.8,0.0,84.7,DARK,10.0,1016.0,93.0,0.0,céu claro,2018,10,5,3,4,0,0,Autumn,0,0,1.0,0,1,99,0.0,37.4,37.2,38.4,0.0,3.6,5.2,40.13333333333333,4.908496035786658,8.399999999999999,3_4,0.7071067811865476,0.7071067811865476
4626,2018-10-05 04:00:00,Medium,44.0,1.8,85.5,DARK,9.0,1016.0,87.0,0.0,céu claro,2018,10,5,4,4,0,0,Autumn,0,0,1.0,0,1,100,0.021052631578947368,45.8,37.4,37.4,0.0,0.0,1.9,42.4,4.4226688774992216,-1.7999999999999972,4_4,0.8660254037844386,0.5000000000000001
1006,2018-10-05 05:00:00,Medium,43.4,0.0,89.0,DARK,10.0,1016.0,76.0,1.0,céu claro,2018,10,5,5,4,0,0,Autumn,0,0,1.0,0,1,101,0.0,44.0,45.8,37.2,1.8,0.0,3.6,44.4,1.248999599679837,-0.6000000000000014,5_4,0.9659258262890683,0.25881904510252074
45,2018-10-05 06:00:00,Medium,47.4,0.0,85.9,DARK,9.0,1016.0,87.0,1.0,céu claro,2018,10,5,6,4,0,0,Autumn,0,0,1.0,0,1,102,0.0,43.4,44.0,37.4,0.0,1.8,0.0,44.93333333333334,2.157158624981891,4.0,6_4,1.0,6.123233995736766e-17
5866,2018-10-05 07:00:00,Medium,41.9,1.1,86.6,LIGHT,8.0,1016.0,93.0,0.0,céu claro,2018,10,5,7,4,0,0,Autumn,0,2,1.0,1,0,103,0.012702078521939955,47.4,43.4,45.8,0.0,0.0,0.0,44.23333333333333,2.8431203515387296,-5.5,7_4,0.9659258262890683,-0.25881904510252063
5926,2018-10-05 08:00:00,Medium,41.9,0.0,81.8,LIGHT,9.0,1017.0,76.0,1.0,céu claro,2018,10,5,8,4,0,0,Autumn,0,2,1.0,1,0,104,0.0,41.9,47.4,44.0,1.1,0.0,1.8,43.73333333333333,3.175426480542995,0.0,8_4,0.8660254037844387,-0.4999999999999998
1120,2018-10-05 10:00:00,Medium,40.4,17.6,87.4,LIGHT,16.0,1017.0,59.0,0.0,céu claro,2018,10,5,10,4,0,0,Autumn,2,2,1.0,1,0,106,0.20137299771167047,41.9,41.9,43.4,0.0,1.1,0.0,41.4,0.8660254037845351,-1.5,10_4,0.49999999999999994,-0.8660254037844387
4158,2018-10-05 11:00:00,Medium,40.9,36.2,87.0,LIGHT,18.0,1016.0,60.0,1.0,céu claro,2018,10,5,11,4,0,0,Autumn,2,2,1.0,1,0,107,0.41609195402298854,40.4,41.9,47.4,17.6,0.0,0.0,41.06666666666666,0.7637626158260677,0.5,11_4,0.258819045102521,-0.9659258262890682
4421,2018-10-05 12:00:00,Low,42.0,17.6,90.6,LIGHT,18.0,1016.0,52.0,2.0,céu claro,2018,10,5,12,4,0,0,Autumn,1,2,1.0,1,0,108,0.19426048565121415,40.9,40.4,41.9,36.2,17.6,1.1,41.1,0.8185352771873363,1.1000000000000014,12_4,1.2246467991473532e-16,-1.0
1729,2018-10-05 14:00:00,Medium,42.9,76.2,90.0,LIGHT,20.0,1016.0,68.0,3.0,céu claro,2018,10,5,14,4,0,0,Autumn,2,2,1.0,1,0,110,0.8466666666666667,42.0,40.9,41.9,17.6,36.2,0.0,41.93333333333334,1.001665280087887,0.8999999999999986,14_4,-0.4999999999999997,-0.8660254037844388
227,2018-10-05 16:00:00,High,34.1,128.9,92.7,LIGHT,19.0,1015.0,72.0,3.0,céu claro,2018,10,5,16,4,0,0,Autumn,3,2,1.0,1,0,112,1.3905070118662353,42.9,42.0,40.4,76.2,17.6,17.6,39.666666666666664,4.8418316093533615,-8.799999999999997,16_4,-0.8660254037844385,-0.5000000000000004
509,2018-10-05 17:00:00,High,39.6,74.3,89.1,LIGHT,18.0,1015.0,82.0,4.0,céu claro,2018,10,5,17,4,0,0,Autumn,3,2,1.0,1,0,113,0.8338945005611672,34.1,42.9,40.9,128.9,76.2,36.2,38.86666666666667,4.4455970727601155,5.5,17_4,-0.9659258262890683,-0.25881904510252063
373,2018-10-05 18:00:00,Medium,43.0,40.6,88.8,LOW_LIGHT,17.0,1015.0,82.0,2.0,céu claro,2018,10,5,18,4,0,0,Autumn,2,1,1.0,1,1,114,0.45720720720720726,39.6,34.1,42.0,74.3,128.9,17.6,38.9,4.491102314577122,3.3999999999999986,18_4,-1.0,-1.8369701987210297e-16
140,2018-10-05 20:00:00,Low,41.8,2.1,82.1,DARK,15.0,1016.0,87.0,2.0,céu claro,2018,10,5,20,4,0,0,Autumn,0,0,1.0,0,1,116,0.025578562728380026,43.0,39.6,42.9,40.6,74.3,76.2,41.46666666666667,1.7243356208503888,-1.2000000000000028,20_4,-0.8660254037844386,0.5000000000000001
1228,2018-10-05 21:00:00,Low,44.4,0.0,81.9,DARK,14.0,1016.0,93.0,0.0,céu claro,2018,10,5,21,4,0,0,Autumn,0,0,1.0,0,1,117,0.0,41.8,43.0,34.1,2.1,40.6,128.9,43.06666666666666,1.3012814197296407,2.6000000000000014,21_4,-0.7071067811865477,0.7071067811865474
1303,2018-10-05 22:00:00,Low,45.5,1.7,84.3,DARK,13.0,1016.0,100.0,1.0,céu claro,2018,10,5,22,4,0,0,Autumn,0,0,1.0,0,1,118,0.020166073546856466,44.4,41.8,39.6,0.0,2.1,74.3,43.9,1.9000000000000783,1.1000000000000014,22_4,-0.5000000000000004,0.8660254037844384
2894,2018-10-05 23:00:00,Low,46.0,4.5,82.6,DARK,12.0,1016.0,100.0,0.0,céu claro,2018,10,5,23,4,0,0,Autumn,1,0,1.0,0,1,119,0.054479418886198554,45.5,44.4,43.0,1.7,0.0,40.6,45.29999999999999,0.8185352771874647,0.5,23_4,-0.25881904510252157,0.9659258262890681
4027,2018-10-06 00:00:00,Low,44.0,2.1,87.4,DARK,12.0,1016.0,100.0,0.0,algumas nuvens,2018,10,6,0,5,1,0,Autumn,0,0,3.0,0,1,120,0.02402745995423341,46.0,45.5,41.8,4.5,1.7,2.1,45.166666666666664,1.040832999733235,-2.0,0_5,0.0,1.0
6146,2018-10-06 01:00:00,Low,44.0,0.0,81.4,DARK,13.0,1016.0,100.0,0.0,algumas nuvens,2018,10,6,1,5,1,0,Autumn,0,0,3.0,0,1,121,0.0,44.0,46.0,44.4,2.1,4.5,0.0,44.666666666666664,1.154700538379392,0.0,1_5,0.25881904510252074,0.9659258262890683
234,2018-10-06 02:00:00,Low,47.2,0.0,78.9,DARK,13.0,1016.0,93.0,0.0,algumas nuvens,2018,10,6,2,5,1,0,Autumn,0,0,3.0,0,1,122,0.0,44.0,44.0,45.5,0.0,2.1,1.7,45.06666666666666,1.8475208614068988,3.200000000000003,2_5,0.49999999999999994,0.8660254037844387
5745,2018-10-06 06:00:00,Low,50.2,0.0,89.9,DARK,11.0,1017.0,100.0,0.0,céu claro,2018,10,6,6,5,1,0,Autumn,0,0,1.0,0,1,126,0.0,47.2,44.0,46.0,0.0,0.0,4.5,47.13333333333333,3.100537587795672,3.0,6_5,1.0,6.123233995736766e-17
4318,2018-10-06 07:00:00,Low,43.4,0.0,92.3,LIGHT,10.0,1017.0,93.0,0.0,céu claro,2018,10,6,7,5,1,0,Autumn,0,2,1.0,1,0,127,0.0,50.2,47.2,44.0,0.0,0.0,2.1,46.93333333333334,3.4078341117686164,-6.800000000000004,7_5,0.9659258262890683,-0.25881904510252063
669,2018-10-06 08:00:00,Low,34.8,2.7,85.6,LIGHT,10.0,1018.0,100.0,0.0,céu claro,2018,10,6,8,5,1,0,Autumn,1,2,1.0,1,0,128,0.03154205607476636,43.4,50.2,44.0,0.0,0.0,0.0,42.800000000000004,7.717512552629908,-8.600000000000001,8_5,0.8660254037844387,-0.4999999999999998
5762,2018-10-06 09:00:00,Low,34.8,2.4,88.4,LIGHT,14.0,1018.0,87.0,1.0,céu claro,2018,10,6,9,5,1,0,Autumn,0,2,1.0,1,0,129,0.027149321266968323,34.8,43.4,47.2,2.7,0.0,0.0,37.666666666666664,4.965212315030764,0.0,9_5,0.7071067811865476,-0.7071067811865475
5788,2018-10-06 10:00:00,Low,38.2,10.8,88.9,LIGHT,17.0,1019.0,68.0,4.0,céu claro,2018,10,6,10,5,1,0,Autumn,1,2,1.0,1,0,130,0.12148481439820022,34.8,34.8,50.2,2.4,2.7,0.0,35.93333333333333,1.9629909152446576,3.4000000000000057,10_5,0.49999999999999994,-0.8660254037844387
3943,2018-10-06 11:00:00,Medium,43.3,31.9,85.7,LIGHT,19.0,1019.0,63.0,6.0,céu claro,2018,10,6,11,5,1,0,Autumn,2,2,1.0,1,0,131,0.37222870478413067,38.2,34.8,43.4,10.8,2.4,0.0,38.76666666666667,4.278239513320077,5.099999999999994,11_5,0.258819045102521,-0.9659258262890682
4243,2018-10-06 12:00:00,Medium,40.9,22.6,87.8,LIGHT,20.0,1019.0,64.0,4.0,algumas nuvens,2018,10,6,12,5,1,0,Autumn,2,2,3.0,1,0,132,0.25740318906605925,43.3,38.2,34.8,31.9,10.8,2.7,40.8,2.5514701644346123,-2.3999999999999986,12_5,1.2246467991473532e-16,-1.0
5228,2018-10-06 13:00:00,Medium,37.6,22.1,84.9,LIGHT,20.0,1019.0,64.0,5.0,algumas nuvens,2018,10,6,13,5,1,0,Autumn,2,2,3.0,0,0,133,0.26030624263839813,40.9,43.3,34.8,22.6,31.9,2.4,40.599999999999994,2.8618176042508328,-3.299999999999997,13_5,-0.2588190451025208,-0.9659258262890683
2139,2018-10-06 14:00:00,Medium,38.9,40.9,90.3,LIGHT,19.0,1018.0,72.0,7.0,algumas nuvens,2018,10,6,14,5,1,0,Autumn,2,2,3.0,1,0,134,0.4529346622369878,37.6,40.9,38.2,22.1,22.6,10.8,39.13333333333333,1.662327685305528,1.2999999999999972,14_5,-0.4999999999999997,-0.8660254037844388
4071,2018-10-06 18:00:00,Medium,38.1,52.1,89.4,DARK,17.0,1019.0,67.0,6.0,céu claro,2018,10,6,18,5,1,0,Autumn,2,0,1.0,1,1,138,0.5827740492170023,38.9,37.6,43.3,40.9,22.1,31.9,38.199999999999996,0.6557438524300833,-0.7999999999999972,18_5,-1.0,-1.8369701987210297e-16
6070,2018-10-06 21:00:00,Medium,38.5,21.6,87.9,DARK,14.0,1020.0,71.0,4.0,céu claro,2018,10,6,21,5,1,0,Autumn,2,0,1.0,0,1,141,0.24573378839590443,38.1,38.9,40.9,52.1,40.9,22.6,38.5,0.3999999999998309,0.3999999999999986,21_5,-0.7071067811865477,0.7071067811865474
2222,2018-10-06 22:00:00,Low,43.1,6.6,77.9,DARK,14.0,1021.0,62.0,5.0,céu claro,2018,10,6,22,5,1,0,Autumn,1,0,1.0,0,1,142,0.08472400513478819,38.5,38.1,37.6,21.6,52.1,22.1,39.9,2.778488797889954,4.600000000000001,22_5,-0.5000000000000004,0.8660254037844384
260,2018-10-07 00:00:00,Low,46.5,1.4,86.5,DARK,13.0,1021.0,71.0,3.0,céu claro,2018,10,7,0,6,1,0,Autumn,0,0,1.0,0,1,144,0.016184971098265895,43.1,38.5,38.9,6.6,21.6,40.9,42.699999999999996,4.014971979976963,3.3999999999999986,0_6,0.0,1.0
1304,2018-10-07 01:00:00,Low,46.1,0.0,79.4,DARK,12.0,1021.0,71.0,5.0,céu claro,2018,10,7,1,6,1,0,Autumn,0,0,1.0,0,1,145,0.0,46.5,43.1,38.1,1.4,6.6,52.1,45.23333333333333,1.8583146486355915,-0.3999999999999986,1_6,0.25881904510252074,0.9659258262890683
5533,2018-10-07 02:00:00,Low,46.1,0.0,79.4,DARK,12.0,1021.0,66.0,4.0,céu claro,2018,10,7,2,6,1,0,Autumn,0,0,1.0,0,1,146,0.0,46.1,46.5,38.5,0.0,1.4,21.6,46.23333333333333,0.23094010767661688,0.0,2_6,0.49999999999999994,0.8660254037844387
3797,2018-10-07 03:00:00,Low,49.8,0.0,81.4,DARK,11.0,1021.0,71.0,4.0,céu claro,2018,10,7,3,6,1,0,Autumn,0,0,1.0,0,1,147,0.0,46.1,46.1,43.1,0.0,0.0,6.6,47.333333333333336,2.136195996001715,3.6999999999999957,3_6,0.7071067811865476,0.7071067811865476
4253,2018-10-07 04:00:00,Low,45.8,5.4,87.0,DARK,11.0,1020.0,66.0,2.0,céu claro,2018,10,7,4,6,1,0,Autumn,1,0,1.0,0,1,148,0.062068965517241385,49.8,46.1,46.5,0.0,0.0,1.4,47.23333333333333,2.2278539748676884,-4.0,4_6,0.8660254037844386,0.5000000000000001
3166,2018-10-07 05:00:00,Low,45.7,0.0,80.9,DARK,10.0,1020.0,76.0,2.0,céu claro,2018,10,7,5,6,1,0,Autumn,0,0,1.0,0,1,149,0.0,45.8,49.8,46.1,5.4,0.0,0.0,47.1,2.3388031127053877,-0.09999999999999432,5_6,0.9659258262890683,0.25881904510252074
991,2018-10-07 06:00:00,Low,47.8,0.0,89.5,DARK,9.0,1020.0,87.0,3.0,céu claro,2018,10,7,6,6,1,0,Autumn,0,0,1.0,0,1,150,0.0,45.7,45.8,46.1,0.0,5.4,0.0,46.43333333333334,1.1846237095946117,2.0999999999999943,6_6,1.0,6.123233995736766e-17
6672,2018-10-07 07:00:00,Low,46.1,0.0,89.3,LOW_LIGHT,8.0,1020.0,87.0,2.0,céu claro,2018,10,7,7,6,1,0,Autumn,0,1,1.0,1,1,151,0.0,47.8,45.7,49.8,0.0,0.0,0.0,46.53333333333333,1.1150485789120155,-1.6999999999999957,7_6,0.9659258262890683,-0.25881904510252063
3823,2018-10-07 08:00:00,Low,45.8,1.6,84.1,LIGHT,9.0,1020.0,81.0,1.0,céu claro,2018,10,7,8,6,1,0,Autumn,0,2,1.0,1,0,152,0.01902497027348395,46.1,47.8,45.8,0.0,0.0,5.4,46.56666666666666,1.0785793124910716,-0.30000000000000426,8_6,0.8660254037844387,-0.4999999999999998
3543,2018-10-07 09:00:00,Low,43.6,0.0,82.2,LIGHT,12.0,1021.0,58.0,2.0,céu claro,2018,10,7,9,6,1,0,Autumn,0,2,1.0,1,0,153,0.0,45.8,46.1,45.7,1.6,0.0,0.0,45.166666666666664,1.365039681962976,-2.1999999999999957,9_6,0.7071067811865476,-0.7071067811865475
6489,2018-10-07 10:00:00,Low,38.1,11.5,89.9,LIGHT,15.0,1021.0,47.0,2.0,céu claro,2018,10,7,10,6,1,0,Autumn,1,2,1.0,1,0,154,0.12791991101223582,43.6,45.8,47.8,0.0,1.6,0.0,42.5,3.966106403010388,-5.5,10_6,0.49999999999999994,-0.8660254037844387
3800,2018-10-07 11:00:00,Medium,39.6,26.3,88.7,LIGHT,17.0,1021.0,39.0,4.0,céu claro,2018,10,7,11,6,1,0,Autumn,2,2,1.0,1,0,155,0.2965050732807215,38.1,43.6,46.1,11.5,0.0,0.0,40.43333333333333,2.843120351538635,1.5,11_6,0.258819045102521,-0.9659258262890682
1393,2018-10-07 12:00:00,Medium,34.2,32.4,92.5,LIGHT,18.0,1020.0,34.0,2.0,céu claro,2018,10,7,12,6,1,0,Autumn,2,2,1.0,1,0,156,0.35027027027027025,39.6,38.1,45.8,26.3,11.5,1.6,37.300000000000004,2.7874719729531994,-5.399999999999999,12_6,1.2246467991473532e-16,-1.0
1381,2018-10-07 13:00:00,Low,42.4,15.7,86.1,LIGHT,20.0,1020.0,30.0,2.0,céu claro,2018,10,7,13,6,1,0,Autumn,1,2,1.0,0,0,157,0.18234610917537747,34.2,39.6,43.6,32.4,26.3,0.0,38.73333333333334,4.168133075290788,8.199999999999996,13_6,-0.2588190451025208,-0.9659258262890683
742,2018-10-07 14:00:00,Medium,41.6,37.1,88.8,LIGHT,19.0,1019.0,42.0,4.0,céu claro,2018,10,7,14,6,1,0,Autumn,2,2,1.0,1,0,158,0.4177927927927928,42.4,34.2,38.1,15.7,32.4,11.5,39.4,4.521061822182901,-0.7999999999999972,14_6,-0.4999999999999997,-0.8660254037844388
2539,2018-10-07 16:00:00,Medium,40.4,36.8,87.4,LIGHT,19.0,1018.0,49.0,4.0,céu claro,2018,10,7,16,6,1,0,Autumn,2,2,1.0,1,0,160,0.4210526315789473,41.6,42.4,39.6,37.1,15.7,26.3,41.46666666666667,1.0066445913694195,-1.2000000000000028,16_6,-0.8660254037844385,-0.5000000000000004
